job_title,company,location,description,skills_list,date_posted,extracted_skills
Backend Developer,Adobe,Hyderabad,"Looking for a candidate with experience in Deep Learning, Hadoop, Machine Learning, AWS.","Deep Learning, Hadoop, Machine Learning, AWS",2023-08-01,"['aws', 'machine learning', 'deep learning', 'hadoop']"
Full Stack Developer,Oracle,Chennai,"Looking for a candidate with experience in Docker, Spark, Python, Java, Scikit-learn.","Docker, Spark, Python, Java, Scikit-learn",2023-07-28,"['python', 'java', 'docker', 'scikit-learn', 'spark']"
NLP Engineer,Accenture,Delhi,"Looking for a candidate with experience in SQL, Power BI, Kubernetes, Hadoop.","SQL, Power BI, Kubernetes, Hadoop",2023-12-05,"['sql', 'kubernetes', 'power bi', 'hadoop']"
Backend Developer,Capgemini,Delhi,"Looking for a candidate with experience in Pandas, Kubernetes, Node.js, Machine Learning, NLP, NumPy, React.","Pandas, Kubernetes, Node.js, Machine Learning, NLP, NumPy, React",2024-09-11,"['kubernetes', 'machine learning', 'react', 'node.js', 'pandas', 'numpy', 'nlp']"
Data Scientist,Microsoft,Hyderabad,"Looking for a candidate with experience in PyTorch, Pandas, Machine Learning, NLP, Deep Learning.","PyTorch, Pandas, Machine Learning, NLP, Deep Learning",2023-11-09,"['pytorch', 'machine learning', 'deep learning', 'pandas', 'nlp']"
Cloud Engineer,TCS,Delhi,"Looking for a candidate with experience in Tableau, Docker, PyTorch, React.","Tableau, Docker, PyTorch, React",2023-02-13,"['docker', 'pytorch', 'react', 'tableau']"
Data Scientist,Amazon,Delhi,"Looking for a candidate with experience in Python, PyTorch, Kubernetes, Docker, Scikit-learn, Tableau, NumPy.","Python, PyTorch, Kubernetes, Docker, Scikit-learn, Tableau, NumPy",2023-01-26,"['python', 'docker', 'kubernetes', 'pytorch', 'numpy', 'scikit-learn', 'tableau']"
Data Analyst,Meta,Pune,"Looking for a candidate with experience in Tableau, Node.js, AWS, Docker, Pandas, PyTorch.","Tableau, Node.js, AWS, Docker, Pandas, PyTorch",2023-11-01,"['aws', 'docker', 'pytorch', 'node.js', 'pandas', 'tableau']"
AI Engineer,Capgemini,Hyderabad,"Looking for a candidate with experience in React, SQL, Power BI, Machine Learning, Python, Kubernetes.","React, SQL, Power BI, Machine Learning, Python, Kubernetes",2023-01-13,"['python', 'sql', 'kubernetes', 'machine learning', 'react', 'power bi']"
Backend Developer,Accenture,Hyderabad,"Looking for a candidate with experience in NLP, React, NumPy, Node.js.","NLP, React, NumPy, Node.js",2023-02-01,"['react', 'node.js', 'numpy', 'nlp']"
Machine Learning Engineer,Oracle,Delhi,"Looking for a candidate with experience in Kubernetes, Spark, Tableau, Scikit-learn, SQL, NLP.","Kubernetes, Spark, Tableau, Scikit-learn, SQL, NLP",2024-03-11,"['sql', 'kubernetes', 'scikit-learn', 'tableau', 'spark', 'nlp']"
Cloud Engineer,Infosys,Hyderabad,"Looking for a candidate with experience in NumPy, Java, Pandas, Power BI, PyTorch.","NumPy, Java, Pandas, Power BI, PyTorch",2023-07-20,"['java', 'pytorch', 'pandas', 'numpy', 'power bi']"
NLP Engineer,Capgemini,Hyderabad,"Looking for a candidate with experience in Tableau, Pandas, Scikit-learn, Machine Learning, Hadoop, Node.js.","Tableau, Pandas, Scikit-learn, Machine Learning, Hadoop, Node.js",2024-02-25,"['machine learning', 'node.js', 'pandas', 'scikit-learn', 'tableau', 'hadoop']"
Full Stack Developer,IBM,Delhi,"Looking for a candidate with experience in Java, Deep Learning, Scikit-learn, Spark, AWS, Pandas, Tableau.","Java, Deep Learning, Scikit-learn, Spark, AWS, Pandas, Tableau",2024-06-24,"['java', 'aws', 'deep learning', 'pandas', 'scikit-learn', 'tableau', 'spark']"
DevOps Engineer,Flipkart,Bangalore,"Looking for a candidate with experience in Node.js, Tableau, Java, Spark, PyTorch, React, TensorFlow.","Node.js, Tableau, Java, Spark, PyTorch, React, TensorFlow",2023-09-23,"['java', 'tensorflow', 'pytorch', 'react', 'node.js', 'tableau', 'spark']"
AI Engineer,Oracle,Hyderabad,"Looking for a candidate with experience in React, Node.js, NLP, Kubernetes, NumPy, Python, AWS.","React, Node.js, NLP, Kubernetes, NumPy, Python, AWS",2023-04-04,"['python', 'aws', 'kubernetes', 'react', 'node.js', 'numpy', 'nlp']"
Full Stack Developer,Google,Delhi,"Looking for a candidate with experience in Spark, Java, Docker, Hadoop.","Spark, Java, Docker, Hadoop",2023-08-28,"['java', 'docker', 'spark', 'hadoop']"
Machine Learning Engineer,Adobe,Chennai,"Looking for a candidate with experience in SQL, PyTorch, Hadoop, Kubernetes.","SQL, PyTorch, Hadoop, Kubernetes",2023-05-03,"['sql', 'kubernetes', 'pytorch', 'hadoop']"
DevOps Engineer,Infosys,Chennai,"Looking for a candidate with experience in Spark, Kubernetes, Pandas, TensorFlow, React.","Spark, Kubernetes, Pandas, TensorFlow, React",2023-10-14,"['kubernetes', 'tensorflow', 'react', 'pandas', 'spark']"
Full Stack Developer,Capgemini,Pune,"Looking for a candidate with experience in AWS, Pandas, PyTorch, NLP, NumPy, Scikit-learn.","AWS, Pandas, PyTorch, NLP, NumPy, Scikit-learn",2023-08-07,"['aws', 'pytorch', 'pandas', 'numpy', 'scikit-learn', 'nlp']"
Cloud Engineer,Flipkart,Chennai,"Looking for a candidate with experience in NLP, Scikit-learn, Power BI, AWS.","NLP, Scikit-learn, Power BI, AWS",2023-09-14,"['aws', 'scikit-learn', 'power bi', 'nlp']"
Data Scientist,IBM,Bangalore,"Looking for a candidate with experience in Machine Learning, React, NLP, Power BI, Deep Learning, Hadoop.","Machine Learning, React, NLP, Power BI, Deep Learning, Hadoop",2023-02-09,"['machine learning', 'deep learning', 'react', 'power bi', 'hadoop', 'nlp']"
Cloud Engineer,Capgemini,Bangalore,"Looking for a candidate with experience in React, Power BI, Spark, Java, Machine Learning, NumPy, Node.js.","React, Power BI, Spark, Java, Machine Learning, NumPy, Node.js",2023-10-02,"['java', 'machine learning', 'react', 'node.js', 'numpy', 'power bi', 'spark']"
AI Engineer,Meta,Chennai,"Looking for a candidate with experience in Tableau, SQL, Node.js, Power BI, Python, Hadoop.","Tableau, SQL, Node.js, Power BI, Python, Hadoop",2024-11-05,"['python', 'sql', 'node.js', 'tableau', 'power bi', 'hadoop']"
Cloud Engineer,Accenture,Pune,"Looking for a candidate with experience in AWS, Power BI, React, Hadoop, Scikit-learn, SQL, Tableau.","AWS, Power BI, React, Hadoop, Scikit-learn, SQL, Tableau",2023-05-30,"['sql', 'aws', 'react', 'scikit-learn', 'tableau', 'power bi', 'hadoop']"
Software Engineer,Adobe,Bangalore,"Looking for a candidate with experience in TensorFlow, Kubernetes, Node.js, React, NumPy, Hadoop.","TensorFlow, Kubernetes, Node.js, React, NumPy, Hadoop",2024-11-07,"['kubernetes', 'tensorflow', 'react', 'node.js', 'numpy', 'hadoop']"
Cloud Engineer,Oracle,Mumbai,"Looking for a candidate with experience in TensorFlow, React, NLP, Python, Scikit-learn.","TensorFlow, React, NLP, Python, Scikit-learn",2024-04-08,"['python', 'tensorflow', 'react', 'scikit-learn', 'nlp']"
Full Stack Developer,Amazon,Bangalore,"Looking for a candidate with experience in Pandas, Deep Learning, Python, Java, Docker, Machine Learning.","Pandas, Deep Learning, Python, Java, Docker, Machine Learning",2023-12-21,"['python', 'java', 'docker', 'machine learning', 'deep learning', 'pandas']"
AI Engineer,Meta,Pune,"Looking for a candidate with experience in Machine Learning, SQL, Spark, Python, Node.js, NumPy.","Machine Learning, SQL, Spark, Python, Node.js, NumPy",2023-08-01,"['python', 'sql', 'machine learning', 'node.js', 'numpy', 'spark']"
Backend Developer,Accenture,Hyderabad,"Looking for a candidate with experience in NumPy, Machine Learning, Docker, Deep Learning, Tableau.","NumPy, Machine Learning, Docker, Deep Learning, Tableau",2024-02-20,"['docker', 'machine learning', 'deep learning', 'numpy', 'tableau']"
Full Stack Developer,Adobe,Pune,"Looking for a candidate with experience in Scikit-learn, Python, NLP, SQL.","Scikit-learn, Python, NLP, SQL",2023-11-09,"['python', 'sql', 'scikit-learn', 'nlp']"
Backend Developer,Microsoft,Chennai,"Looking for a candidate with experience in Tableau, Power BI, Scikit-learn, Pandas, PyTorch.","Tableau, Power BI, Scikit-learn, Pandas, PyTorch",2024-06-15,"['pytorch', 'pandas', 'scikit-learn', 'tableau', 'power bi']"
Machine Learning Engineer,Microsoft,Bangalore,"Looking for a candidate with experience in Node.js, Python, Docker, React, Spark.","Node.js, Python, Docker, React, Spark",2023-08-10,"['python', 'docker', 'react', 'node.js', 'spark']"
Cloud Engineer,Google,Pune,"Looking for a candidate with experience in Deep Learning, NLP, Scikit-learn, TensorFlow.","Deep Learning, NLP, Scikit-learn, TensorFlow",2023-06-20,"['tensorflow', 'deep learning', 'scikit-learn', 'nlp']"
Data Scientist,Adobe,Bangalore,"Looking for a candidate with experience in Kubernetes, NLP, Docker, Machine Learning, PyTorch, SQL, Python.","Kubernetes, NLP, Docker, Machine Learning, PyTorch, SQL, Python",2024-04-19,"['python', 'sql', 'docker', 'kubernetes', 'pytorch', 'machine learning', 'nlp']"
DevOps Engineer,Capgemini,Mumbai,"Looking for a candidate with experience in NumPy, Machine Learning, Deep Learning, SQL.","NumPy, Machine Learning, Deep Learning, SQL",2024-08-15,"['sql', 'machine learning', 'deep learning', 'numpy']"
Software Engineer,Flipkart,Pune,"Looking for a candidate with experience in Kubernetes, TensorFlow, AWS, Hadoop, Deep Learning, NumPy.","Kubernetes, TensorFlow, AWS, Hadoop, Deep Learning, NumPy",2023-12-22,"['aws', 'kubernetes', 'tensorflow', 'deep learning', 'numpy', 'hadoop']"
Machine Learning Engineer,Adobe,Hyderabad,"Looking for a candidate with experience in Kubernetes, AWS, Deep Learning, Docker.","Kubernetes, AWS, Deep Learning, Docker",2024-09-02,"['aws', 'docker', 'kubernetes', 'deep learning']"
NLP Engineer,Google,Delhi,"Looking for a candidate with experience in NumPy, Power BI, Node.js, Deep Learning.","NumPy, Power BI, Node.js, Deep Learning",2024-03-17,"['deep learning', 'node.js', 'numpy', 'power bi']"
Machine Learning Engineer,Meta,Bangalore,"Looking for a candidate with experience in Hadoop, PyTorch, Docker, Deep Learning, React.","Hadoop, PyTorch, Docker, Deep Learning, React",2024-05-06,"['docker', 'pytorch', 'deep learning', 'react', 'hadoop']"
Backend Developer,IBM,Mumbai,"Looking for a candidate with experience in Deep Learning, SQL, Docker, TensorFlow, PyTorch, Pandas.","Deep Learning, SQL, Docker, TensorFlow, PyTorch, Pandas",2024-11-10,"['sql', 'docker', 'tensorflow', 'pytorch', 'deep learning', 'pandas']"
DevOps Engineer,Microsoft,Bangalore,"Looking for a candidate with experience in Hadoop, Node.js, Deep Learning, Spark.","Hadoop, Node.js, Deep Learning, Spark",2024-08-18,"['deep learning', 'node.js', 'spark', 'hadoop']"
Software Engineer,Flipkart,Delhi,"Looking for a candidate with experience in Hadoop, Scikit-learn, Python, Node.js.","Hadoop, Scikit-learn, Python, Node.js",2023-10-23,"['python', 'node.js', 'scikit-learn', 'hadoop']"
AI Engineer,IBM,Mumbai,"Looking for a candidate with experience in Python, AWS, TensorFlow, Pandas.","Python, AWS, TensorFlow, Pandas",2023-03-31,"['python', 'aws', 'tensorflow', 'pandas']"
DevOps Engineer,Capgemini,Chennai,"Looking for a candidate with experience in SQL, NLP, Power BI, PyTorch, Machine Learning, Node.js, Tableau.","SQL, NLP, Power BI, PyTorch, Machine Learning, Node.js, Tableau",2023-09-19,"['sql', 'pytorch', 'machine learning', 'node.js', 'tableau', 'power bi', 'nlp']"
NLP Engineer,Microsoft,Delhi,"Looking for a candidate with experience in SQL, Node.js, AWS, NumPy, PyTorch, Kubernetes.","SQL, Node.js, AWS, NumPy, PyTorch, Kubernetes",2024-03-28,"['sql', 'aws', 'kubernetes', 'pytorch', 'node.js', 'numpy']"
Backend Developer,Accenture,Pune,"Looking for a candidate with experience in Power BI, Java, Node.js, Hadoop.","Power BI, Java, Node.js, Hadoop",2024-08-02,"['java', 'node.js', 'power bi', 'hadoop']"
Full Stack Developer,Capgemini,Pune,"Looking for a candidate with experience in Java, Power BI, Deep Learning, Hadoop, TensorFlow, Tableau, Spark.","Java, Power BI, Deep Learning, Hadoop, TensorFlow, Tableau, Spark",2023-02-25,"['java', 'tensorflow', 'deep learning', 'tableau', 'power bi', 'spark', 'hadoop']"
Data Scientist,Oracle,Delhi,"Looking for a candidate with experience in React, Spark, Machine Learning, SQL, NLP, Kubernetes.","React, Spark, Machine Learning, SQL, NLP, Kubernetes",2023-05-06,"['sql', 'kubernetes', 'machine learning', 'react', 'spark', 'nlp']"
NLP Engineer,Infosys,Hyderabad,"Looking for a candidate with experience in Docker, SQL, Tableau, PyTorch.","Docker, SQL, Tableau, PyTorch",2024-02-23,"['sql', 'docker', 'pytorch', 'tableau']"
Software Engineer,Google,Pune,"Looking for a candidate with experience in NumPy, SQL, AWS, Hadoop, Pandas, Machine Learning.","NumPy, SQL, AWS, Hadoop, Pandas, Machine Learning",2023-10-01,"['sql', 'aws', 'machine learning', 'pandas', 'numpy', 'hadoop']"
DevOps Engineer,Adobe,Chennai,"Looking for a candidate with experience in Kubernetes, PyTorch, NLP, Deep Learning, NumPy, Docker, Tableau.","Kubernetes, PyTorch, NLP, Deep Learning, NumPy, Docker, Tableau",2024-09-02,"['docker', 'kubernetes', 'pytorch', 'deep learning', 'numpy', 'tableau', 'nlp']"
Data Scientist,Infosys,Hyderabad,"Looking for a candidate with experience in Docker, Python, Node.js, React, SQL.","Docker, Python, Node.js, React, SQL",2024-06-07,"['python', 'sql', 'docker', 'react', 'node.js']"
Data Scientist,Infosys,Mumbai,"Looking for a candidate with experience in TensorFlow, React, Machine Learning, Spark.","TensorFlow, React, Machine Learning, Spark",2023-04-18,"['tensorflow', 'machine learning', 'react', 'spark']"
DevOps Engineer,Amazon,Mumbai,"Looking for a candidate with experience in Kubernetes, Tableau, NLP, SQL, Python, Docker.","Kubernetes, Tableau, NLP, SQL, Python, Docker",2023-12-07,"['python', 'sql', 'docker', 'kubernetes', 'tableau', 'nlp']"
Machine Learning Engineer,Meta,Mumbai,"Looking for a candidate with experience in Kubernetes, TensorFlow, Machine Learning, React, AWS, Node.js, Python.","Kubernetes, TensorFlow, Machine Learning, React, AWS, Node.js, Python",2024-07-18,"['python', 'aws', 'kubernetes', 'tensorflow', 'machine learning', 'react', 'node.js']"
DevOps Engineer,Microsoft,Mumbai,"Looking for a candidate with experience in Machine Learning, NumPy, TensorFlow, React, Kubernetes, Tableau.","Machine Learning, NumPy, TensorFlow, React, Kubernetes, Tableau",2024-03-27,"['kubernetes', 'tensorflow', 'machine learning', 'react', 'numpy', 'tableau']"
AI Engineer,Meta,Pune,"Looking for a candidate with experience in Python, AWS, Deep Learning, Docker, Spark.","Python, AWS, Deep Learning, Docker, Spark",2024-07-16,"['python', 'aws', 'docker', 'deep learning', 'spark']"
DevOps Engineer,Google,Bangalore,"Looking for a candidate with experience in SQL, TensorFlow, Machine Learning, Python, Java, AWS, Node.js.","SQL, TensorFlow, Machine Learning, Python, Java, AWS, Node.js",2023-10-05,"['python', 'java', 'sql', 'aws', 'tensorflow', 'machine learning', 'node.js']"
NLP Engineer,Adobe,Chennai,"Looking for a candidate with experience in Hadoop, React, Docker, TensorFlow, PyTorch.","Hadoop, React, Docker, TensorFlow, PyTorch",2023-12-03,"['docker', 'tensorflow', 'pytorch', 'react', 'hadoop']"
NLP Engineer,Meta,Hyderabad,"Looking for a candidate with experience in Java, PyTorch, NLP, TensorFlow.","Java, PyTorch, NLP, TensorFlow",2023-09-30,"['java', 'tensorflow', 'pytorch', 'nlp']"
Data Analyst,Infosys,Delhi,"Looking for a candidate with experience in Java, Machine Learning, AWS, Spark, Node.js, NLP.","Java, Machine Learning, AWS, Spark, Node.js, NLP",2024-04-23,"['java', 'aws', 'machine learning', 'node.js', 'spark', 'nlp']"
Cloud Engineer,Google,Mumbai,"Looking for a candidate with experience in NumPy, Tableau, Spark, Machine Learning, Deep Learning, Scikit-learn, AWS.","NumPy, Tableau, Spark, Machine Learning, Deep Learning, Scikit-learn, AWS",2023-11-14,"['aws', 'machine learning', 'deep learning', 'numpy', 'scikit-learn', 'tableau', 'spark']"
AI Engineer,Meta,Delhi,"Looking for a candidate with experience in Spark, SQL, Node.js, Pandas, React.","Spark, SQL, Node.js, Pandas, React",2023-10-13,"['sql', 'react', 'node.js', 'pandas', 'spark']"
Cloud Engineer,Microsoft,Hyderabad,"Looking for a candidate with experience in Pandas, Python, React, TensorFlow.","Pandas, Python, React, TensorFlow",2024-10-06,"['python', 'tensorflow', 'react', 'pandas']"
Data Scientist,Meta,Mumbai,"Looking for a candidate with experience in Hadoop, Java, Spark, Node.js.","Hadoop, Java, Spark, Node.js",2023-04-30,"['java', 'node.js', 'spark', 'hadoop']"
Cloud Engineer,IBM,Mumbai,"Looking for a candidate with experience in Node.js, Hadoop, Java, Scikit-learn, Spark, Power BI, Python.","Node.js, Hadoop, Java, Scikit-learn, Spark, Power BI, Python",2023-04-10,"['python', 'java', 'node.js', 'scikit-learn', 'power bi', 'spark', 'hadoop']"
Full Stack Developer,TCS,Bangalore,"Looking for a candidate with experience in Machine Learning, React, PyTorch, AWS.","Machine Learning, React, PyTorch, AWS",2023-04-10,"['aws', 'pytorch', 'machine learning', 'react']"
Data Scientist,TCS,Mumbai,"Looking for a candidate with experience in Node.js, Tableau, Pandas, Power BI.","Node.js, Tableau, Pandas, Power BI",2023-11-11,"['node.js', 'pandas', 'tableau', 'power bi']"
Data Analyst,Capgemini,Bangalore,"Looking for a candidate with experience in TensorFlow, Spark, Docker, Node.js, Kubernetes, Scikit-learn.","TensorFlow, Spark, Docker, Node.js, Kubernetes, Scikit-learn",2024-10-18,"['docker', 'kubernetes', 'tensorflow', 'node.js', 'scikit-learn', 'spark']"
DevOps Engineer,Adobe,Chennai,"Looking for a candidate with experience in TensorFlow, Tableau, Power BI, SQL, Scikit-learn, React.","TensorFlow, Tableau, Power BI, SQL, Scikit-learn, React",2024-01-31,"['sql', 'tensorflow', 'react', 'scikit-learn', 'tableau', 'power bi']"
Software Engineer,Oracle,Delhi,"Looking for a candidate with experience in Python, React, PyTorch, Node.js, Kubernetes, Machine Learning.","Python, React, PyTorch, Node.js, Kubernetes, Machine Learning",2023-06-17,"['python', 'kubernetes', 'pytorch', 'machine learning', 'react', 'node.js']"
